,name,main_category,sub_category,brand,number,tags,price,rating,rating_num,season,gender,like,view,sale,coordi,age18,age19_23,age24_28,age29_33,age34_39,age40,man,woman,img
174,스몰 트위치 로고 티셔츠 블랙,상의,반소매 티셔츠,LEE,LE2202ST02BK,"['반팔티', '반팔티셔츠', 'LEE반팔티', '스몰로고', '로고', '남녀공용', '트위치']","35,000원",4.8,3959,ALL ALL,"['남', '여']","9,328",1.7만 회 이상,4.5천 개 이상,"['홈웨어', '캐주얼']",26%,25%,25%,11%,4%,9%,40%,60%,https://image.msscdn.net/images/goods_img/20210215/1793399/1793399_6_500.jpg?t=20210528101859
175,EBFD 아치로고 반팔 티셔츠 딥그린,상의,반소매 티셔츠,EBBETSFIELD,EB2102ST14DP,"['티셔츠', '오버핏반팔', '라운드티', '반팔', '로고티셔츠', '21SUMMER', '22SS정규컬렉션']","39,000원",4.8,2287,2021 S/S,['남'],"9,416",8.8천 회 이상,4.1천 개 이상,"['아메리칸 캐주얼', '캐주얼']",38%,28%,18%,7%,3%,6%,65%,35%,https://image.msscdn.net/images/goods_img/20210608/1987340/1987340_4_500.jpg?t=20220401145836
176,[SET] 프리미엄 싱글 세미오버 핏 티셔츠  (10color),상의,반소매 티셔츠,ESN,escass_to_219_set,"['무지티', '반팔', '세트', '싱글', '티셔츠']","72,000원",4.8,3885,2020 S/S,['남'],"5,119",1만 회 이상,4.3천 개 이상,['캐주얼'],53%,13%,17%,9%,4%,4%,93%,7%,https://image.msscdn.net/images/goods_img/20200427/1423410/1423410_2_500.jpg?t=20210427104227
177,CROPPED TSHIRT FLOWERMARDI_LIGHTBEIGE GREEN,상의,반소매 티셔츠,MARDI MERCREDI,145942,[],"42,000원",4.7,1170,2021 S/S,['여'],"17,842",2.6만 회 이상,4.2천 개 이상,,33%,39%,17%,4%,2%,5%,6%,94%,https://image.msscdn.net/images/goods_img/20210330/1870700/1870700_1_500.jpg?t=20210330163121
178,EBFD 베츠 반팔 티셔츠 블랙,상의,반소매 티셔츠,EBBETSFIELD,EB2102ST01BK,"['반팔티', '오버핏티셔츠', '반팔', '반팔티셔츠', '티셔츠', '오버핏반팔', '베츠', '역시즌']","39,000원",4.8,10231,2021 S/S,"['남', '여']","7,302",8.9천 회 이상,4.4천 개 이상,['캐주얼'],40%,23%,14%,7%,4%,12%,55%,45%,https://image.msscdn.net/images/goods_img/20210316/1846927/1846927_4_500.jpg?t=20220422104905
179,Lozenge Half Knit (Green),상의,반소매 티셔츠,OURSCOPE,22SS_LHK_GR,"['긴팔니트', '니트컬렉션', '카라니트', '남자니트', '기본니트', '니트', '반팔니트']","109,000원",4.9,2337,2022 S/S,['남'],"7,359",4.6만 회 이상,3.8천 개 이상,"['캐주얼', '댄디']",20%,27%,30%,14%,5%,4%,91%,9%,https://image.msscdn.net/images/goods_img/20220210/2351775/2351775_1_500.jpg?t=20220224153725
180,243801 코튼 져지 크루넥 3pcs 패키지,상의,반소매 티셔츠,GIORDANO,243801,"['기본티', '티셔츠', '남성상의', '반팔티셔츠']","24,800원",4.8,2179,,['남'],"1,833",4.1천 회 이상,4.4천 개 이상,,41%,17%,14%,10%,6%,12%,76%,24%,https://image.msscdn.net/images/goods_img/20201014/1648578/1648578_7_500.jpg?t=20201119172125
181,C.r.e.a.m SEMI OVER FIT T-SHIRT(WHITE),상의,반소매 티셔츠,ROMANTICPIRATES,19020035,"['무지', '반팔티셔츠', '오버사이즈', '오버핏', '반팔티']","33,000원",4.8,21142,2022 S/S,['남'],"5,976",7.8천 회 이상,4.2천 개 이상,['캐주얼'],19%,19%,29%,19%,9%,5%,93%,7%,https://image.msscdn.net/images/goods_img/20190420/1021729/1021729_5_500.jpg?t=20220614160004
182,남 J320770 YAF 화이트 클래식 모노그램 로고 반팔 티셔츠,상의,반소매 티셔츠,CALVIN KLEIN JEANS,J320770 YAF,"['박서준착용', '캘빈클라인진X박서준', '모노그램', '반팔티', '커플티', '로고/레터링', '로고']","79,000원",4.8,1601,2022 S/S,['남'],"15,778",2만 회 이상,4.2천 개 이상,"['스포츠', '캐주얼']",36%,36%,17%,4%,1%,6%,56%,44%,https://image.msscdn.net/images/goods_img/20210126/1763218/1763218_24_500.jpg?t=20220510113901
183,(22SS) 2 TONE ARCH TEE BLACK,상의,반소매 티셔츠,YALE,YC2SS0041BK,"['그래픽티셔츠', '오버핏반팔', '반팔티', '로고', '아이비리그', '최현욱착용']","39,000원",4.9,9811,2022 S/S,"['남', '여']","5,413",2.6만 회 이상,4.3천 개 이상,['캐주얼'],39%,26%,16%,7%,2%,10%,51%,49%,https://image.msscdn.net/images/goods_img/20210312/1841760/1841760_9_500.jpg?t=20220512145808
184,[Mmlg] 19MG HF-T (NATURAL),상의,반소매 티셔츠,MMLG,MMLGT123,"['로고', 'EVERYDAYWEAR', '그래픽']","42,000원",4.8,15709,2022 S/S,"['남', '여']","8,513",2.4만 회 이상,4천 개 이상,"['걸리시', '캐주얼']",22%,27%,29%,11%,5%,6%,30%,70%,https://image.msscdn.net/images/goods_img/20220316/2424628/2424628_1_500.jpg?t=20220318172236
185,PAISLEY TAG TEE - WHITE,상의,반소매 티셔츠,BROWNBREATH,BHMMST002WT,"['로고티', '반팔티셔츠', '오버핏반팔', '남자반팔티', '여자반팔티', '그래픽티셔츠', '그래픽']","39,000원",4.8,787,2022 S/S,"['남', '여']","9,299",2만 회 이상,4.2천 개 이상,['스트릿'],40%,26%,12%,7%,3%,12%,41%,59%,https://image.msscdn.net/images/goods_img/20220222/2376224/2376224_2_500.jpg?t=20220224121450
186,COLLEGE LOGO TEE NAVY(MG2BSMT536A),상의,반소매 티셔츠,MAHAGRID,MG2BSMT536ANV,"['반팔티', '티셔츠', '반팔티셔츠', '그래픽티셔츠', '로고티셔츠', '남녀공용', '마하그리드×스트레이키즈']","34,000원",4.8,2690,2021 S/S,"['남', '여']","7,242",1.5만 회 이상,4.1천 개 이상,"['아메리칸 캐주얼', '캐주얼']",36%,29%,18%,7%,3%,7%,42%,58%,https://image.msscdn.net/images/goods_img/20210319/1854623/1854623_2_500.jpg?t=20220321144309
187,헤리티지 세리프 로고 루즈핏 반팔티 (FE2RSE5101XOWH),상의,반소매 티셔츠,FILA,2500FE2RSE5101XOWH,"['로고', '로고티셔츠', '루즈핏', '반팔티', '반팔티셔츠', '온라인전용', '반팔티셔츠컬렉션']","32,000원",4.7,16472,2020 S/S,"['남', '여']","30,515",9.2천 회 이상,4.2천 개 이상,"['골프', '스포츠']",26%,29%,23%,11%,5%,6%,55%,45%,https://image.msscdn.net/images/goods_img/20190329/999577/999577_3_500.jpg?t=20190405125106
188,PHYPS® YOGA BEGINNER CLASS SS NAVY,상의,반소매 티셔츠,PHYSICAL EDUCATION DEPARTMENT,PE3SS0021NA,"['티셔츠', '반팔티', '반팔', '그래픽티셔츠', '라운드티', 'YOGA', '요가베어']","42,000원",4.9,6923,2022 S/S,"['남', '여']","5,841",1만 회 이상,3.9천 개 이상,"['홈웨어', '캐주얼']",31%,27%,23%,9%,3%,7%,42%,58%,https://image.msscdn.net/images/goods_img/20210324/1862475/1862475_2_500.jpg?t=20220308134322
189,(AR5004) NSW 퓨추라 반팔티,상의,반소매 티셔츠,NIKE,AR5004,"['나이키반팔', '나이키반팔티', '오버핏티셔츠', '베이직티셔츠', '루즈핏티셔츠', '오버핏반팔', '그래픽티셔츠']","59,000원",4.7,463,,['남'],"10,672",2.1만 회 이상,4천 개 이상,,59%,14%,6%,3%,2%,16%,45%,55%,https://image.msscdn.net/images/goods_img/20210616/1997682/1997682_1_500.jpg?t=20210616150405
190,Arch Logo Crop T-Shirt [Off White],상의,반소매 티셔츠,TYPE SERVICE,KHST04,"['크롭티', '크롭티셔츠', '반팔티셔츠', '루즈핏티셔츠', '라운드티', '여름반팔티', '로고티셔츠']","42,000원",4.9,1328,2021 S/S,['여'],"19,217",3만 회 이상,4.1천 개 이상,"['걸리시', '스포츠', '캐주얼']",17%,44%,27%,7%,2%,3%,4%,96%,https://image.msscdn.net/images/goods_img/20210506/1939446/1939446_1_500.jpg?t=20210506193126
191,DSN-Logo Tee Black,상의,반소매 티셔츠,THISISNEVERTHAT,TN221TTSST01BK,"['반팔티', '여름반팔', '반팔티셔츠', '남자반팔티', '여름반팔티', '로고티셔츠']","45,000원",4.8,2044,2022 S/S,"['남', '여']","5,909",2.5만 회 이상,4.1천 개 이상,"['아메리칸 캐주얼', '캐주얼']",33%,30%,20%,7%,3%,7%,58%,42%,https://image.msscdn.net/images/goods_img/20220304/2398380/2398380_1_500.jpg?t=20220306215555
192,로고&스마일리 티셔츠 블랙(IK2CMMT500A),상의,반소매 티셔츠,IST KUNST,IK2CMMT500ABK,"['반팔티셔츠', '반팔', '여름반팔티', '오버핏반팔', '로고티셔츠', '로고', '그래픽', '로고/레터링', '로고&스마일리']","34,000원",4.8,2828,2022 S/S,"['남', '여']","4,960",1.7만 회 이상,3.9천 개 이상,['캐주얼'],31%,29%,19%,9%,4%,8%,46%,54%,https://image.msscdn.net/images/goods_img/20220303/2396224/2396224_1_500.jpg?t=20220318160251
193,08 컬리지 로고 티셔츠 네이비,상의,반소매 티셔츠,COVERNAT,CO2102ST07NA,"['반팔티셔츠', '반팔티', '반팔', '티셔츠', '라운드티', '숏슬리브', '베이직티셔츠', '썸머컬렉션', '로고티셔츠']","39,000원",4.8,3533,2021 S/S,"['남', '여']","5,156",7.9천 회 이상,4천 개 이상,['캐주얼'],35%,23%,16%,10%,5%,11%,50%,50%,https://image.msscdn.net/images/goods_img/20210401/1876366/1876366_1_500.jpg?t=20210402190259
194,웨이크보드 반팔티셔츠(블랙),상의,반소매 티셔츠,CAMEL WORK,34-09-0049,"['로고', '프린팅', '면티', '라운드', '오버핏']","32,000원",4.8,1015,2022 S/S,['남'],"5,731",3.2만 회 이상,4천 개 이상,['캐주얼'],22%,23%,27%,14%,6%,8%,75%,25%,https://image.msscdn.net/images/goods_img/20210305/1828020/1828020_1_500.jpg?t=20210305104415
195,머스트해브 박스 티 - 화이트 / FI4048,상의,반소매 티셔츠,ADIDAS,FI4048,"['로고', '반팔', '반팔티셔츠', '숏슬리브', '숏슬리브티셔츠', '오버사이즈', '티셔츠', '아울렛']","45,000원",4.5,584,2020 S/S,['남'],"2,198",1.8만 회 이상,4천 개 이상,,21%,18%,21%,13%,9%,18%,58%,42%,https://image.msscdn.net/images/goods_img/20200109/1266481/1266481_2_500.jpg?t=20210806182529
196,베어&스마일리 티셔츠 블랙(IK2CMMT501A),상의,반소매 티셔츠,IST KUNST,IK2CMMT501ABK,"['반팔티셔츠', '반팔', '여름반팔티', '오버핏반팔', '로고티셔츠', '로고', '그래픽', '베어&스마일리']","34,000원",4.9,1005,2022 S/S,"['남', '여']","6,258",1.8만 회 이상,3.9천 개 이상,['캐주얼'],30%,31%,21%,8%,3%,7%,20%,80%,https://image.msscdn.net/images/goods_img/20220303/2396218/2396218_1_500.jpg?t=20220318155921
197,캡슐 백로고 반팔 티셔츠 CAPSULE BACK LOGO TS,상의,반소매 티셔츠,OUTDOOR PRODUCTS,WO136PCSSZ02,['로고'],"29,900원",4.8,1867,ALL S/S,"['남', '여']","6,274",8.1천 회 이상,3.7천 개 이상,['스포츠'],28%,18%,21%,12%,9%,12%,38%,62%,https://image.msscdn.net/images/goods_img/20200211/1300716/1300716_9_500.jpg?t=20220214110506
198,유니섹스 오버핏 어스넷 로고 티-블랙,상의,반소매 티셔츠,FILLUMINATE,Unisex Overfit Earthnet Logo Tee,"['로고/레터링', '반팔티셔츠', '티셔츠', '반팔티', '반팔', '오버핏반팔', '로고티셔츠']","33,000원",4.7,17006,ALL S/S,"['남', '여']","15,106",1만 회 이상,3.9천 개 이상,"['스트릿', '캐주얼']",26%,20%,24%,14%,8%,8%,68%,32%,https://image.msscdn.net/images/goods_img/20190513/1042880/1042880_2_500.jpg?t=20210719154726
199,VSW Arch Logo T-Shirts Red,상의,반소매 티셔츠,VISION STREETWEAR,VS2202ST03RD,"['비전', '반팔', '그래픽', '로고', '티셔츠', '오버핏', '반팔티', '22SUMMER컬렉션', '루즈핏']","33,000원",4.8,1493,2022 S/S,"['남', '여']","6,162",2.7만 회 이상,3.8천 개 이상,['캐주얼'],31%,32%,19%,8%,3%,7%,69%,31%,https://image.msscdn.net/images/goods_img/20220317/2426583/2426583_1_500.jpg?t=20220321142954
200,[Mmlg] MMLG HF-T (WHITE),상의,반소매 티셔츠,MMLG,MMLGT122,"['반팔티', '반팔티셔츠', '로고티셔츠', '정호연착용', '특별기획전', 'EVERYDAYWEAR', '그래픽']","39,000원",4.8,15945,,['남'],"15,812",9.4천 회 이상,3.6천 개 이상,['캐주얼'],29%,30%,24%,8%,3%,6%,34%,66%,https://image.msscdn.net/images/goods_img/20180228/726408/726408_1_500.jpg?t=20220302143434
201,액티비티 클럽 피그먼트 반팔티 블랙 차콜,상의,반소매 티셔츠,TRAVEL,TRTOSURS40UC5,"['라운드티', '반팔', '반팔티', '피그먼트', '반팔티셔츠', '오버핏반팔', '그래픽']","39,000원",4.8,3370,ALL S/S,['남'],"6,206",2.3만 회 이상,3.2천 개 이상,['캐주얼'],29%,30%,20%,10%,4%,7%,64%,36%,https://image.msscdn.net/images/goods_img/20210415/1899753/1899753_2_500.jpg?t=20220628162629
202,TSHIRT TRIPLE FLOWER_WHITE PINK,상의,반소매 티셔츠,MARDI MERCREDI,MM20TS007,"['그래픽', '티셔츠']","42,000원",4.8,897,2020 S/S,['여'],"11,728",2만 회 이상,3.7천 개 이상,['캐주얼'],32%,35%,16%,5%,4%,8%,5%,95%,https://image.msscdn.net/images/goods_img/20200701/1503344/1503344_1_500.jpg?t=20200701233012
203,TSHIRT UNIV_NAVY CREAM,상의,반소매 티셔츠,MARDI MERCREDI,430744,[],"45,000원",4.8,565,2022 S/S,['여'],"8,688",3.7만 회 이상,3.7천 개 이상,,28%,23%,17%,9%,7%,16%,11%,89%,https://image.msscdn.net/images/goods_img/20220329/2453499/2453499_2_500.jpg?t=20220426145108
204,(2PACK) K87 워크웨어 포켓 반팔티,상의,반소매 티셔츠,CARHARTT,994,"['칼하트반팔티', '칼하트K87포켓반팔티', '칼하트포켓티', '오버핏반팔', '커플티', 'K87', '칼하트티셔츠']","108,000원",4.8,1382,,['남'],"13,398",2.7만 회 이상,3.5천 개 이상,,23%,29%,23%,13%,6%,6%,75%,25%,https://image.msscdn.net/images/goods_img/20191111/1220357/1220357_6_500.jpg?t=20210331143943
205,레이어드 크루 넥 반팔 티셔츠_긴 기장 [블랙],상의,반소매 티셔츠,MUSINSA STANDARD,MMJTS113-BK,"['기본티셔츠', '라운드넥', 'MU-T', '레귤러핏', '베이직티', '무지티', '서머아이템기획전']","13,900원",4.7,44302,,['남'],"1,544",1.3천 회 이상,3.6천 개 이상,"['캐주얼', '스포츠', '댄디']",20%,22%,19%,14%,16%,9%,72%,28%,https://image.msscdn.net/images/goods_img/20200402/1382657/1382657_5_500.jpg?t=20210705133822
206,ACDC RNR TRAIN (BRENT2103),상의,반소매 티셔츠,BRAVADO,B2103,"['반팔티셔츠', '그래픽', '그래픽티셔츠', '티셔츠', '반팔티', '반팔']","38,000원",4.9,983,2021 S/S,['남'],"9,610",2.1만 회 이상,3.6천 개 이상,['스트릿'],31%,35%,18%,7%,3%,6%,65%,35%,https://image.msscdn.net/images/goods_img/20210427/1923595/1923595_1_500.jpg?t=20210427175636
207,플로리 로고 반팔 티셔츠 화이트,상의,반소매 티셔츠,WHATITISNT,MG2202ST03WH,"['반팔티', '그래픽', '반팔', '오버핏반팔', '플로리']","39,000원",4.9,650,2022 S/S,"['남', '여']","11,410",5만 회 이상,3.6천 개 이상,['아메리칸 캐주얼'],38%,27%,16%,6%,3%,10%,34%,66%,https://image.msscdn.net/images/goods_img/20220324/2443386/2443386_1_500.jpg?t=20220329163850
208,TSHIRT FLOWERMARDI_OATMEAL BLACK,상의,반소매 티셔츠,MARDI MERCREDI,430769,[],"45,000원",4.9,516,2022 S/S,['여'],"9,507",2만 회 이상,3.5천 개 이상,,34%,25%,18%,8%,6%,9%,12%,88%,https://image.msscdn.net/images/goods_img/20220329/2453555/2453555_1_500.jpg?t=20220331173218
209,[NF] 페트리코 크롭티 (BLK)_F21QB105,상의,반소매 티셔츠,NASTY FANCY CLUB,F21QB105BK,[],"34,000원",4.8,1604,2021 S/S,['여'],"22,380",3.5만 회 이상,3.5천 개 이상,"['스트릿', '걸리시', '캐주얼']",28%,46%,18%,3%,1%,4%,3%,97%,https://image.msscdn.net/images/goods_img/20210426/1919489/1919489_3_500.jpg?t=20220406110450
210,DOODLE LOGO T-SHIRT - BLACK,상의,반소매 티셔츠,NOMANUAL,NM12TS10M1BK,"['반팔티', '티셔츠', '반팔티셔츠', '반팔', '22S/S컬렉션', '로고', 'DOODLELOGO']","46,000원",4.9,1938,2022 S/S,"['남', '여']","6,878",3.2만 회 이상,3.5천 개 이상,"['스트릿', '캐주얼']",39%,32%,16%,5%,1%,7%,62%,38%,https://image.msscdn.net/images/goods_img/20220126/2329304/2329304_1_500.jpg?t=20220218134431
211,S**t Bear Tee White,상의,반소매 티셔츠,YESEYESEE,YES362,"['로고티셔츠', '그래픽티셔츠', '반팔티셔츠', '루즈핏티셔츠', '반팔', '오버핏반팔', '반팔티', '21S/S컬렉션']","42,000원",4.9,4042,2021 S/S,"['남', '여']","9,924",2.8천 회 이상,3.5천 개 이상,"['홈웨어', '캐주얼']",31%,39%,20%,4%,1%,5%,30%,70%,https://image.msscdn.net/images/goods_img/20210310/1838103/1838103_1_500.jpg?t=20210310182350
212,Apple T-shirt(IVORY WHITE),상의,반소매 티셔츠,MAINBOOTH,1296064,"['그래픽', '반팔', '반팔티', '반팔티셔츠', '오버핏', '오버핏반팔', '티셔츠']","35,000원",4.7,2868,ALL S/S,"['남', '여']","16,151",1.4만 회 이상,3.5천 개 이상,"['아메리칸 캐주얼', '캐주얼']",24%,18%,23%,16%,9%,10%,28%,72%,https://image.msscdn.net/images/goods_img/20190222/962530/962530_1_500.jpg?t=20210616123324
213,수피마 코튼 프리미엄 티셔츠 BLACK,상의,반소매 티셔츠,INSILENCE,IM2B2TO01BK,"['무지', '반팔티', '반팔티셔츠', '수피마', '인사일런스티셔츠', '티셔츠', '수피마티셔츠']","34,000원",4.9,10868,2022 S/S,['남'],"3,691",9.6천 회 이상,3.4천 개 이상,"['댄디', '캐주얼']",13%,24%,33%,17%,8%,5%,94%,6%,https://image.msscdn.net/images/goods_img/20200403/1385209/1385209_4_500.jpg?t=20220322110940
214,유니섹스 오버핏 어스넷 로고 티-화이트,상의,반소매 티셔츠,FILLUMINATE,Unisex Overfit Earthnet Logo Tee,"['로고/레터링', '반팔티셔츠', '티셔츠', '반팔티', '반팔', '오버핏반팔', '로고티셔츠']","33,000원",4.7,17006,ALL S/S,"['남', '여']","10,140",9.3천 회 이상,3.5천 개 이상,"['스트릿', '캐주얼']",21%,17%,16%,34%,5%,7%,74%,26%,https://image.msscdn.net/images/goods_img/20190513/1042882/1042882_2_500.jpg?t=20210719154628
215,RETRIEVER SHORT SLEEVE [MELANGE GREY],상의,반소매 티셔츠,VIVASTUDIO,LSVT05,"['그래픽', '로고티셔츠', '오버핏티셔츠', '티셔츠', '그래픽티셔츠', '핫서머컬렉션', '비바스튜디오×리트리버클럽']","49,000원",4.9,3189,2022 S/S,['남'],"5,115",6천 회 이상,3.4천 개 이상,['캐주얼'],26%,28%,26%,12%,4%,4%,53%,47%,https://image.msscdn.net/images/goods_img/20210419/1908212/1908212_1_500.jpg?t=20210421192130
216,T425 무지 반팔티,상의,반소매 티셔츠,CHAMPION,201404220015,[],"25,000원",4.6,6236,,['남'],"8,930",2.7천 회 이상,3.4천 개 이상,,48%,16%,13%,8%,5%,10%,62%,38%,https://image.msscdn.net/images/goods_img/20140422/86965/86965_5_500.jpg?t=20220628145238
217,피그먼트 스몰 어센틱 로고 티셔츠 아이보리,상의,반소매 티셔츠,COVERNAT,CO2202ST01IV,"['반팔티셔츠', '반팔티', '반팔', '티셔츠', '피그먼트', '로고티셔츠', '깡스타일리스트PICK']","45,000원",4.8,6000,2022 S/S,"['남', '여']","21,616",1.7만 회 이상,3.3천 개 이상,"['홈웨어', '아메리칸 캐주얼', '스포츠', '캐주얼']",28%,19%,22%,15%,7%,9%,58%,42%,https://image.msscdn.net/images/goods_img/20210401/1876392/1876392_2_500.jpg?t=20220518130714
218,레빗 OR 베어 티셔츠_화이트(NG2CMUT500A),상의,반소매 티셔츠,NICE GHOST CLUB,NG2CMUT500AWH,"['반팔티셔츠', '그래픽티셔츠', '반팔', '반팔티', '로고티셔츠', '티셔츠', '오버핏반팔']","39,000원",4.8,1214,2022 S/S,['남'],"10,284",1.4만 회 이상,3.3천 개 이상,"['아메리칸 캐주얼', '캐주얼']",44%,33%,12%,4%,1%,6%,23%,77%,https://image.msscdn.net/images/goods_img/20210401/1876628/1876628_2_500.jpg?t=20220323213536
219,크롭 플라워 하프 티_화이트,상의,반소매 티셔츠,NICK&NICOLE,N_21SUMMER,"['그래픽티셔츠', '크롭', '여름반팔티', '그래픽', '반팔티셔츠', '티셔츠', '반팔']","44,000원",4.8,1198,2021 S/S,['여'],"21,118",1.7만 회 이상,3.4천 개 이상,['캐주얼'],24%,47%,18%,4%,2%,5%,4%,96%,https://image.msscdn.net/images/goods_img/20210617/1999813/1999813_1_500.jpg?t=20210617162018
220,C.r.e.a.m SEMI OVER FIT T-SHIRT(BLACK),상의,반소매 티셔츠,ROMANTICPIRATES,19020021,"['무지', '반팔티셔츠', '오버사이즈', '오버핏', '반팔티']","33,000원",4.8,21142,2022 S/S,['남'],"4,905",7.6천 회 이상,3.3천 개 이상,['캐주얼'],16%,20%,32%,20%,8%,4%,95%,5%,https://image.msscdn.net/images/goods_img/20190419/1021715/1021715_5_500.jpg?t=20220614155916
221,사인로고 반팔 티셔츠 다크그레이,상의,반소매 티셔츠,WHATITISNT,MG2200ST01DG,"['반팔', '반팔티', '티셔츠', '숏슬리브', '그래픽티셔츠', '로고티셔츠', '사인로고']","35,000원",4.8,25341,2022 S/S,"['남', '여']","8,574",7.5천 회 이상,3.4천 개 이상,"['홈웨어', '캐주얼']",34%,25%,16%,7%,5%,13%,44%,56%,https://image.msscdn.net/images/goods_img/20210315/1845603/1845603_3_500.jpg?t=20220318113705
222,[2PACK] 7.4oz 헤비 웨이트 라운드 오버핏 무지 반팔티 화이트/블랙,상의,반소매 티셔츠,PRINTSTAR,148_2_WB,"['반팔티셔츠', '반팔', '오버핏', '반팔티', '티셔츠', '헤비웨이트', '라운드']","40,000원",4.8,540,병행수입,['남'],"1,999",1.2만 회 이상,3.3천 개 이상,['캐주얼'],27%,24%,24%,14%,6%,5%,90%,10%,https://image.msscdn.net/images/goods_img/20220328/2448091/2448091_1_500.jpg?t=20220328134548
223,[Mmlg] 1987 HF-T (WHITE),상의,반소매 티셔츠,MMLG,MMLGBB1T031,"['팔칠엠엠서울', '87MM', '퍼머넌트', '로고티셔츠', '특별기획전', '로고', 'EVERYDAYWEAR', '최현욱착용']","39,000원",4.8,2377,,"['남', '여']","10,290",2.2만 회 이상,3.3천 개 이상,['캐주얼'],25%,32%,23%,8%,5%,7%,42%,58%,https://image.msscdn.net/images/goods_img/20180228/726166/726166_1_500.png?t=20220314112806
224,Punk sisters,상의,반소매 티셔츠,DEFYCLUBROBBERS,tshirts05,"['락티셔츠', '오버핏티셔츠', '루즈핏티셔츠', '남자반팔티', '반팔티', '반팔', '반팔티셔츠', '그래픽']","46,000원",4.9,665,2022 S/S,"['남', '여']","14,262",5.1만 회 이상,3.2천 개 이상,['스트릿'],37%,42%,13%,2%,1%,5%,47%,53%,https://image.msscdn.net/images/goods_img/20220330/2457811/2457811_1_500.jpg?t=20220330204519
